,image,mask
6386,images2\03921.png,labels2\03921.png
18936,images7\16471.png,labels7\16471.png
21581,images8\19116.png,labels8\19116.png
22538,images9\20073.png,labels9\20073.png
17853,images7\15388.png,labels7\15388.png
9598,images3\07133.png,labels3\07133.png
23074,images9\20609.png,labels9\20609.png
19535,images7\17070.png,labels7\17070.png
16981,images6\14516.png,labels6\14516.png
13733,images5\11268.png,labels5\11268.png
2100,images1\02101.png,labels1\02101.png
12428,images4\09963.png,labels4\09963.png
4378,images10\24379.png,labels10\24379.png
18923,images7\16458.png,labels7\16458.png
17881,images7\15416.png,labels7\15416.png
4387,images10\24388.png,labels10\24388.png
21619,images8\19154.png,labels8\19154.png
6205,images2\03740.png,labels2\03740.png
3361,images10\23362.png,labels10\23362.png
11869,images4\09404.png,labels4\09404.png
2751,images10\22752.png,labels10\22752.png
9838,images3\07373.png,labels3\07373.png
906,images1\00907.png,labels1\00907.png
17047,images6\14582.png,labels6\14582.png
19066,images7\16601.png,labels7\16601.png
12000,images4\09535.png,labels4\09535.png
1678,images1\01679.png,labels1\01679.png
4197,images10\24198.png,labels10\24198.png
16863,images6\14398.png,labels6\14398.png
4372,images10\24373.png,labels10\24373.png
2422,images1\02423.png,labels1\02423.png
19654,images7\17189.png,labels7\17189.png
14056,images5\11591.png,labels5\11591.png
22397,images8\19932.png,labels8\19932.png
8751,images3\06286.png,labels3\06286.png
9139,images3\06674.png,labels3\06674.png
11589,images4\09124.png,labels4\09124.png
23503,images9\21038.png,labels9\21038.png
18778,images7\16313.png,labels7\16313.png
12901,images5\10436.png,labels5\10436.png
2439,images1\02440.png,labels1\02440.png
6109,images2\03644.png,labels2\03644.png
10764,images4\08299.png,labels4\08299.png
22222,images8\19757.png,labels8\19757.png
20278,images8\17813.png,labels8\17813.png
1318,images1\01319.png,labels1\01319.png
1058,images1\01059.png,labels1\01059.png
17921,images7\15456.png,labels7\15456.png
11441,images4\08976.png,labels4\08976.png
4563,images10\24564.png,labels10\24564.png
17618,images7\15153.png,labels7\15153.png
18717,images7\16252.png,labels7\16252.png
8084,images3\05619.png,labels3\05619.png
2986,images10\22987.png,labels10\22987.png
5505,images2\03040.png,labels2\03040.png
18560,images7\16095.png,labels7\16095.png
20027,images8\17562.png,labels8\17562.png
22118,images8\19653.png,labels8\19653.png
3154,images10\23155.png,labels10\23155.png
8126,images3\05661.png,labels3\05661.png
2491,images1\02492.png,labels1\02492.png
24366,images9\21901.png,labels9\21901.png
10071,images4\07606.png,labels4\07606.png
15132,images6\12667.png,labels6\12667.png
21445,images8\18980.png,labels8\18980.png
7763,images3\05298.png,labels3\05298.png
7270,images2\04805.png,labels2\04805.png
1416,images1\01417.png,labels1\01417.png
24070,images9\21605.png,labels9\21605.png
3221,images10\23222.png,labels10\23222.png
21655,images8\19190.png,labels8\19190.png
14172,images5\11707.png,labels5\11707.png
19873,images7\17408.png,labels7\17408.png
22482,images9\20017.png,labels9\20017.png
12603,images5\10138.png,labels5\10138.png
408,images1\00409.png,labels1\00409.png
23559,images9\21094.png,labels9\21094.png
3754,images10\23755.png,labels10\23755.png
15275,images6\12810.png,labels6\12810.png
6082,images2\03617.png,labels2\03617.png
12489,images5\10024.png,labels5\10024.png
23948,images9\21483.png,labels9\21483.png
23899,images9\21434.png,labels9\21434.png
14788,images5\12323.png,labels5\12323.png
22964,images9\20499.png,labels9\20499.png
6270,images2\03805.png,labels2\03805.png
17622,images7\15157.png,labels7\15157.png
17079,images6\14614.png,labels6\14614.png
22151,images8\19686.png,labels8\19686.png
19299,images7\16834.png,labels7\16834.png
362,images1\00363.png,labels1\00363.png
14300,images5\11835.png,labels5\11835.png
17637,images7\15172.png,labels7\15172.png
19957,images7\17492.png,labels7\17492.png
1408,images1\01409.png,labels1\01409.png
19350,images7\16885.png,labels7\16885.png
15085,images6\12620.png,labels6\12620.png
3143,images10\23144.png,labels10\23144.png
14585,images5\12120.png,labels5\12120.png
8043,images3\05578.png,labels3\05578.png
1521,images1\01522.png,labels1\01522.png
17577,images7\15112.png,labels7\15112.png
4953,images10\24954.png,labels10\24954.png
11738,images4\09273.png,labels4\09273.png
18508,images7\16043.png,labels7\16043.png
19131,images7\16666.png,labels7\16666.png
688,images1\00689.png,labels1\00689.png
21608,images8\19143.png,labels8\19143.png
20088,images8\17623.png,labels8\17623.png
2081,images1\02082.png,labels1\02082.png
22518,images9\20053.png,labels9\20053.png
6278,images2\03813.png,labels2\03813.png
8875,images3\06410.png,labels3\06410.png
9747,images3\07282.png,labels3\07282.png
3324,images10\23325.png,labels10\23325.png
21765,images8\19300.png,labels8\19300.png
1526,images1\01527.png,labels1\01527.png
10924,images4\08459.png,labels4\08459.png
8290,images3\05825.png,labels3\05825.png
14909,images5\12444.png,labels5\12444.png
10678,images4\08213.png,labels4\08213.png
19434,images7\16969.png,labels7\16969.png
24938,images9\22473.png,labels9\22473.png
9264,images3\06799.png,labels3\06799.png
1132,images1\01133.png,labels1\01133.png
3720,images10\23721.png,labels10\23721.png
14823,images5\12358.png,labels5\12358.png
21956,images8\19491.png,labels8\19491.png
20309,images8\17844.png,labels8\17844.png
17095,images6\14630.png,labels6\14630.png
22240,images8\19775.png,labels8\19775.png
4352,images10\24353.png,labels10\24353.png
12376,images4\09911.png,labels4\09911.png
14340,images5\11875.png,labels5\11875.png
3188,images10\23189.png,labels10\23189.png
23168,images9\20703.png,labels9\20703.png
8637,images3\06172.png,labels3\06172.png
3241,images10\23242.png,labels10\23242.png
17255,images6\14790.png,labels6\14790.png
20361,images8\17896.png,labels8\17896.png
4694,images10\24695.png,labels10\24695.png
9355,images3\06890.png,labels3\06890.png
21375,images8\18910.png,labels8\18910.png
1431,images1\01432.png,labels1\01432.png
8740,images3\06275.png,labels3\06275.png
13605,images5\11140.png,labels5\11140.png
12655,images5\10190.png,labels5\10190.png
18706,images7\16241.png,labels7\16241.png
14163,images5\11698.png,labels5\11698.png
21286,images8\18821.png,labels8\18821.png
8164,images3\05699.png,labels3\05699.png
14467,images5\12002.png,labels5\12002.png
813,images1\00814.png,labels1\00814.png
9059,images3\06594.png,labels3\06594.png
20723,images8\18258.png,labels8\18258.png
17153,images6\14688.png,labels6\14688.png
1178,images1\01179.png,labels1\01179.png
20833,images8\18368.png,labels8\18368.png
18986,images7\16521.png,labels7\16521.png
23649,images9\21184.png,labels9\21184.png
17673,images7\15208.png,labels7\15208.png
9033,images3\06568.png,labels3\06568.png
7209,images2\04744.png,labels2\04744.png
6509,images2\04044.png,labels2\04044.png
3768,images10\23769.png,labels10\23769.png
12451,images4\09986.png,labels4\09986.png
10000,images4\07535.png,labels4\07535.png
24741,images9\22276.png,labels9\22276.png
2738,images10\22739.png,labels10\22739.png
17308,images6\14843.png,labels6\14843.png
8019,images3\05554.png,labels3\05554.png
4088,images10\24089.png,labels10\24089.png
1122,images1\01123.png,labels1\01123.png
16914,images6\14449.png,labels6\14449.png
6430,images2\03965.png,labels2\03965.png
24855,images9\22390.png,labels9\22390.png
17528,images7\15063.png,labels7\15063.png
17126,images6\14661.png,labels6\14661.png
16968,images6\14503.png,labels6\14503.png
1066,images1\01067.png,labels1\01067.png
14592,images5\12127.png,labels5\12127.png
4780,images10\24781.png,labels10\24781.png
23037,images9\20572.png,labels9\20572.png
9363,images3\06898.png,labels3\06898.png
10035,images4\07570.png,labels4\07570.png
24076,images9\21611.png,labels9\21611.png
12488,images5\10023.png,labels5\10023.png
22863,images9\20398.png,labels9\20398.png
1638,images1\01639.png,labels1\01639.png
8714,images3\06249.png,labels3\06249.png
6061,images2\03596.png,labels2\03596.png
23611,images9\21146.png,labels9\21146.png
15500,images6\13035.png,labels6\13035.png
15474,images6\13009.png,labels6\13009.png
2182,images1\02183.png,labels1\02183.png
13562,images5\11097.png,labels5\11097.png
8155,images3\05690.png,labels3\05690.png
6797,images2\04332.png,labels2\04332.png
24178,images9\21713.png,labels9\21713.png
2722,images10\22723.png,labels10\22723.png
1821,images1\01822.png,labels1\01822.png
13909,images5\11444.png,labels5\11444.png
12698,images5\10233.png,labels5\10233.png
12093,images4\09628.png,labels4\09628.png
7073,images2\04608.png,labels2\04608.png
8773,images3\06308.png,labels3\06308.png
22439,images8\19974.png,labels8\19974.png
8048,images3\05583.png,labels3\05583.png
1500,images1\01501.png,labels1\01501.png
15980,images6\13515.png,labels6\13515.png
11725,images4\09260.png,labels4\09260.png
23994,images9\21529.png,labels9\21529.png
10237,images4\07772.png,labels4\07772.png
10633,images4\08168.png,labels4\08168.png
11542,images4\09077.png,labels4\09077.png
283,images1\00284.png,labels1\00284.png
22132,images8\19667.png,labels8\19667.png
2638,images10\22639.png,labels10\22639.png
90,images1\00091.png,labels1\00091.png
24150,images9\21685.png,labels9\21685.png
11940,images4\09475.png,labels4\09475.png
7030,images2\04565.png,labels2\04565.png
21167,images8\18702.png,labels8\18702.png
17285,images6\14820.png,labels6\14820.png
12575,images5\10110.png,labels5\10110.png
13759,images5\11294.png,labels5\11294.png
8430,images3\05965.png,labels3\05965.png
20463,images8\17998.png,labels8\17998.png
17033,images6\14568.png,labels6\14568.png
23621,images9\21156.png,labels9\21156.png
2062,images1\02063.png,labels1\02063.png
4722,images10\24723.png,labels10\24723.png
11212,images4\08747.png,labels4\08747.png
7470,images3\05005.png,labels3\05005.png
12525,images5\10060.png,labels5\10060.png
5827,images2\03362.png,labels2\03362.png
20340,images8\17875.png,labels8\17875.png
9858,images3\07393.png,labels3\07393.png
20421,images8\17956.png,labels8\17956.png
4375,images10\24376.png,labels10\24376.png
23039,images9\20574.png,labels9\20574.png
24258,images9\21793.png,labels9\21793.png
23895,images9\21430.png,labels9\21430.png
12276,images4\09811.png,labels4\09811.png
4616,images10\24617.png,labels10\24617.png
4493,images10\24494.png,labels10\24494.png
9465,images3\07000.png,labels3\07000.png
7099,images2\04634.png,labels2\04634.png
22923,images9\20458.png,labels9\20458.png
13439,images5\10974.png,labels5\10974.png
9942,images3\07477.png,labels3\07477.png
2833,images10\22834.png,labels10\22834.png
2949,images10\22950.png,labels10\22950.png
13434,images5\10969.png,labels5\10969.png
10122,images4\07657.png,labels4\07657.png
21939,images8\19474.png,labels8\19474.png
14608,images5\12143.png,labels5\12143.png
10798,images4\08333.png,labels4\08333.png
16812,images6\14347.png,labels6\14347.png
18114,images7\15649.png,labels7\15649.png
11063,images4\08598.png,labels4\08598.png
7165,images2\04700.png,labels2\04700.png
8216,images3\05751.png,labels3\05751.png
14202,images5\11737.png,labels5\11737.png
8296,images3\05831.png,labels3\05831.png
2698,images10\22699.png,labels10\22699.png
2822,images10\22823.png,labels10\22823.png
18843,images7\16378.png,labels7\16378.png
9687,images3\07222.png,labels3\07222.png
24897,images9\22432.png,labels9\22432.png
11337,images4\08872.png,labels4\08872.png
5305,images2\02840.png,labels2\02840.png
17844,images7\15379.png,labels7\15379.png
12690,images5\10225.png,labels5\10225.png
14568,images5\12103.png,labels5\12103.png
4737,images10\24738.png,labels10\24738.png
16743,images6\14278.png,labels6\14278.png
24777,images9\22312.png,labels9\22312.png
20404,images8\17939.png,labels8\17939.png
22676,images9\20211.png,labels9\20211.png
9483,images3\07018.png,labels3\07018.png
23343,images9\20878.png,labels9\20878.png
16918,images6\14453.png,labels6\14453.png
3658,images10\23659.png,labels10\23659.png
17556,images7\15091.png,labels7\15091.png
3264,images10\23265.png,labels10\23265.png
23959,images9\21494.png,labels9\21494.png
4109,images10\24110.png,labels10\24110.png
3238,images10\23239.png,labels10\23239.png
11781,images4\09316.png,labels4\09316.png
20012,images8\17547.png,labels8\17547.png
18903,images7\16438.png,labels7\16438.png
11383,images4\08918.png,labels4\08918.png
5952,images2\03487.png,labels2\03487.png
22163,images8\19698.png,labels8\19698.png
615,images1\00616.png,labels1\00616.png
23745,images9\21280.png,labels9\21280.png
10870,images4\08405.png,labels4\08405.png
19881,images7\17416.png,labels7\17416.png
14443,images5\11978.png,labels5\11978.png
20064,images8\17599.png,labels8\17599.png
18142,images7\15677.png,labels7\15677.png
17192,images6\14727.png,labels6\14727.png
24246,images9\21781.png,labels9\21781.png
13594,images5\11129.png,labels5\11129.png
15029,images6\12564.png,labels6\12564.png
1976,images1\01977.png,labels1\01977.png
9785,images3\07320.png,labels3\07320.png
16389,images6\13924.png,labels6\13924.png
1742,images1\01743.png,labels1\01743.png
1320,images1\01321.png,labels1\01321.png
4560,images10\24561.png,labels10\24561.png
17219,images6\14754.png,labels6\14754.png
16095,images6\13630.png,labels6\13630.png
11045,images4\08580.png,labels4\08580.png
6254,images2\03789.png,labels2\03789.png
21701,images8\19236.png,labels8\19236.png
410,images1\00411.png,labels1\00411.png
22857,images9\20392.png,labels9\20392.png
7336,images2\04871.png,labels2\04871.png
8718,images3\06253.png,labels3\06253.png
2461,images1\02462.png,labels1\02462.png
12731,images5\10266.png,labels5\10266.png
7820,images3\05355.png,labels3\05355.png
20828,images8\18363.png,labels8\18363.png
4974,images2\02509.png,labels2\02509.png
19623,images7\17158.png,labels7\17158.png
12367,images4\09902.png,labels4\09902.png
3041,images10\23042.png,labels10\23042.png
15699,images6\13234.png,labels6\13234.png
15341,images6\12876.png,labels6\12876.png
8706,images3\06241.png,labels3\06241.png
12344,images4\09879.png,labels4\09879.png
17714,images7\15249.png,labels7\15249.png
6124,images2\03659.png,labels2\03659.png
15444,images6\12979.png,labels6\12979.png
11454,images4\08989.png,labels4\08989.png
4391,images10\24392.png,labels10\24392.png
4515,images10\24516.png,labels10\24516.png
1970,images1\01971.png,labels1\01971.png
9931,images3\07466.png,labels3\07466.png
9945,images3\07480.png,labels3\07480.png
17113,images6\14648.png,labels6\14648.png
9152,images3\06687.png,labels3\06687.png
6522,images2\04057.png,labels2\04057.png
17024,images6\14559.png,labels6\14559.png
9082,images3\06617.png,labels3\06617.png
19081,images7\16616.png,labels7\16616.png
10125,images4\07660.png,labels4\07660.png
17848,images7\15383.png,labels7\15383.png
23636,images9\21171.png,labels9\21171.png
6029,images2\03564.png,labels2\03564.png
8120,images3\05655.png,labels3\05655.png
12570,images5\10105.png,labels5\10105.png
4757,images10\24758.png,labels10\24758.png
22505,images9\20040.png,labels9\20040.png
5316,images2\02851.png,labels2\02851.png
12174,images4\09709.png,labels4\09709.png
17152,images6\14687.png,labels6\14687.png
21335,images8\18870.png,labels8\18870.png
17487,images7\15022.png,labels7\15022.png
15774,images6\13309.png,labels6\13309.png
16219,images6\13754.png,labels6\13754.png
22776,images9\20311.png,labels9\20311.png
12445,images4\09980.png,labels4\09980.png
20637,images8\18172.png,labels8\18172.png
9097,images3\06632.png,labels3\06632.png
22900,images9\20435.png,labels9\20435.png
1148,images1\01149.png,labels1\01149.png
1027,images1\01028.png,labels1\01028.png
4023,images10\24024.png,labels10\24024.png
9880,images3\07415.png,labels3\07415.png
5894,images2\03429.png,labels2\03429.png
17715,images7\15250.png,labels7\15250.png
14188,images5\11723.png,labels5\11723.png
15439,images6\12974.png,labels6\12974.png
17697,images7\15232.png,labels7\15232.png
3735,images10\23736.png,labels10\23736.png
